url,title,price_usd,price_kgs,year,mileage_km,engine,transmission,city,image_url
https://mashina.kg/details/bmw-x5-69fffea832901420399530,BMW X5 III (F15),35500,3104475,2017,200000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/7/3/973720a8c8fd36da710d31fa8a76d5da_640x480.jpg
https://mashina.kg/details/kia-stinger-69c889deab0e2849411617,Kia Stinger I,18700,1635315,2018,104000,3.3 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/8/0/180e6a9c4c83da8e13ebce6b2c3d5881_640x480.jpg
https://mashina.kg/details/lexus-nx-6a07592bb8055db3c294107a,Продажа Lexus NX II 2023,35800,3130710,2023,28000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10034319/dce064feaa800e284682c8d218253e5f_medium.webp
https://mashina.kg/details/cadillac-escalade-6a0984aafc6db3fe8d13bfb5,Продажа Cadillac Escalade IV 2020,55000,4809750,2020,121000,6.2 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035756/74221442f66fb96f0cd872425f619157_medium.webp
https://mashina.kg/details/toyota-camry-6a096b16163f86ccc0153d34,Продажа Toyota Camry IX (XV80) 2025,55000,4809750,2025,8500,2.5 л.,вариатор,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035606/bf6afc2c959ad09c54b0685f76006dcf_medium.webp
https://mashina.kg/details/hyundai-tucson-692bfc419135c358379586,Hyundai Tucson I,10300,900735,2006,44000,2.0 л.,механика,Бишкек,https://im.mashina.kg/tachka/images/1/3/9/139fa15ec645234d0b32834cf119d699_640x480.jpg
https://mashina.kg/details/lexus-es-69c581f12351b444472731,Lexus ES VII,23999,2098713,2021,90000,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/c/2/0/c20b125c79bbf7519162f7a70bac0b16_640x480.jpg
https://mashina.kg/details/genesis-gv80-6a06f46f7a8aaefc93c9efc4,Продажа Genesis GV80 I Рестайлинг 2023,40000,3498000,2023,22000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033904/088fe3bb6b264658cc1a56cf672cc2d2_medium.webp
https://mashina.kg/details/bmw-x7-6a072bf5c705aa5c9a9c81cb,Продажа BMW X7 I (G07) 2020,35700,3121965,2020,220000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10034143/63c34e3f2dc03ea6a903d1e4f960ce0b_medium.webp
https://mashina.kg/details/bmw-7-serii-6a06f2b687e0305c4e93c928,Продажа BMW 7 серии VII (G70) 2024,98000,8570100,2024,41000,3.0 л.,-1,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033887/d5f4c173b9bb30911f57a37dc1bea284_medium.webp
https://mashina.kg/details/bmw-x3-6a043ea898376f21caa60c54,Продажа BMW X3 III (G01) 2019,33000,2885850,2019,138000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-13/10031161/4f441e7f699f1faf7372d05ebeb33244_medium.webp
https://mashina.kg/details/lexus-ux-6a05d486e3681022f86a3948,Продажа Lexus UX I 2021,23000,2011350,2021,135000,2.0 л.,вариатор,Ош,https://storage.mashina.kg/catalog/images/2026-05-15/10032833/0caad1a8ce46b4bf94cefd5997d6cc73_medium.webp
https://mashina.kg/details/toyota-mark-ii-69dfc487a24b8633530932,Toyota Mark II IX (X110),5500,480975,2003,290000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/5/e/d5e6bf7ede633763180d238c968460d1_640x480.jpg
https://mashina.kg/details/mercedesbenz-eklass-69fb2ee9a2cf4125956165,"Mercedes-Benz E-Класс II (W210, S210) Рестайлинг",8300,725835,2000,260000,3.2 л.,автомат,с. Ивановка,https://im.mashina.kg/tachka/images/9/e/b/9eb87b0cdbee8bcee1a94beaf184ba16_640x480.jpg
https://mashina.kg/details/bmw-x5-69f4883cdb29c500319199,BMW X5 IV (G05/G18),51000,4459950,,,3.0 л.,-1,Бишкек,https://im.mashina.kg/tachka/images/c/0/b/c0ba3e849afa5dfc04a6481399140ba0_640x480.jpg
https://mashina.kg/details/lexus-rx-6a00de337a930942673338,Lexus RX V,59000,5159550,2023,113000,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/c/b/2/cb2b1f880b54eaac40513927d8eb0458_640x480.jpg
https://mashina.kg/details/lexus-es-69c925749de72314480122,Lexus ES VI Рестайлинг,27500,2404875,2017,100000,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/4/6/c/46c04d7192f865fea7c6b36889331e92_640x480.jpg
https://mashina.kg/details/toyota-rav4-6a016a85db1ab764478529,Toyota RAV4 V (XA50),33300,2912085,2026,13,2.0 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/3/6/b/36b7beb1e79f19f0c831b45f09ce6621_640x480.jpg
https://mashina.kg/details/neta-u-6a096aa8729e7e4b0571caeb,Продажа Neta U 2022,13722,1200000,2022,109000,,,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035604/375e8c8fbbf447c4ae4274ffc781876e_medium.webp
https://mashina.kg/details/bmw-x7-6a0833421a9bfa2d953a8b09,Продажа BMW X7 I (G07) 2020,51900,4538655,2020,140000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10034792/ddd6e89387172a6bbd378ae72ccc0752_medium.webp
https://mashina.kg/details/toyota-camry-69ff7ca22c30a296786945,Toyota Camry VIII (XV70) Рестайлинг,20000,1749000,2021,154500,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/5/c/4/5c428779f2e404b59be8aa3690a4bded_640x480.jpg
https://mashina.kg/details/toyota-highlander-6a084b56b21b7c5cfe717c87,Продажа Toyota Highlander III (U50) Рестайлинг 2019,22500,1967625,2019,153000,3.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10034890/5df362e148b0c56cdc82a066622ccdbe_medium.webp
https://mashina.kg/details/chevrolet-malibu-69f1c8e756394618264082,Chevrolet Malibu IX,10000,874500,2018,155000,1.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/c/0/9c037a5337d6cdbf1c98ef01d4d2868b_640x480.jpg
https://mashina.kg/details/bmw-7-serii-69d3b6186eb7e527217549,BMW 7 серии VI (G11/G12) Рестайлинг,44500,3891525,2020,55000,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/a/f/8/af8f3bbb351bea72d98ec0457db8645d_640x480.jpg
https://mashina.kg/details/lexus-gx-6a03f8d3fbdd8588bfd7093a,Продажа Lexus GX I 2005,19500,1705275,2005,250000,4.7 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-13/10030777/cc51e8a62c09828227fbe55c52216f34_medium.webp
https://mashina.kg/details/toyota-land-cruiser-prado-69c8aed5adec7173780716,Toyota Land Cruiser Prado 120 Series,21500,1880175,2008,267000,4.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/a/3/ea334994cc48f2166f09ce5ea7b85b04_640x480.jpg
https://mashina.kg/details/hyundai-santa-fe-69fe00dca1879017988312,Hyundai Santa Fe IV,17200,1504140,2020,156000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/e/0/1e0b6866bc89c474dbccc9de36809fa1_640x480.jpg
https://mashina.kg/details/kia-k7-69fdfe7116d4b224478435,Kia K7 YG (II) Рестайлинг,17500,1530375,2020,98000,2.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/b/8/bb8ea0a2aa5989c8835e0d4c24e8e2b5_640x480.jpg
https://mashina.kg/details/lexus-lx-6a098c4a5870e01df244d3af,Продажа Lexus LX III Рестайлинг 2012,40500,3541725,2012,280000,5.7 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035808/2ea54aa78114e6b271a654703759703d_medium.webp
https://mashina.kg/details/honda-crv-69b8d82e112b8201884089,Honda CR-V III,11000,961950,2009,255000,2.4 л.,автомат,Кочкор-Ата,https://im.mashina.kg/tachka/images/a/d/4/ad497b07034b559edf29d1e1a0e5e731_640x480.jpg
https://mashina.kg/details/toyota-camry-6a0984b557efe459819c345a,Продажа Toyota Camry VIII (XV70) 2018,16900,1477905,2018,116000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035757/324e57763f29a7329136c2c5f1a71a00_medium.webp
https://mashina.kg/details/kia-k5-6a0402ec602cb756d53bfeb4,Продажа Kia K5 II 2018,12500,1093125,2018,94000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10030832/51fd0aaba959879d5ff3fdf0edb4c932_medium.webp
https://mashina.kg/details/subaru-outback-6a097a90e2ebbef6255d8d96,Продажа Subaru Outback VI 2022,20600,1801470,2022,149800,2.5 л.,вариатор,Бишкек,/static/svg/empty.svg
https://mashina.kg/details/hyundai-grandeur-6a033f23be4d064379920dbf,Продажа Hyundai Grandeur VI Рестайлинг 2022,14500,1268025,2022,267000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-12/10030326/48e1e3e5e93cc2e1ad5ac6048a4f74bb_medium.webp
https://mashina.kg/details/lixiang-l6-6a096c16578d45fd1d8c6b91,Продажа LiXiang L6 2025,32300,2824635,2025,10000,1.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035613/da45407957c0d12c3ca56065e0c8bea6_medium.webp
https://mashina.kg/details/hyundai-avante-6a0966a5cf9c4e0d8b7562d4,Продажа Hyundai Avante VII Рестайлинг 2025,12400,1084380,2025,446,1.6 л.,вариатор,Ош,https://storage.mashina.kg/catalog/images/2026-05-17/10035584/bf75c1bb4a8fa2362fef5893a23bdc8d_medium.webp
https://mashina.kg/details/hyundai-avante-6a09659139e275cecba7fb77,Продажа Hyundai Avante VII Рестайлинг 2025,12200,1066890,2025,436,1.6 л.,вариатор,Ош,https://storage.mashina.kg/catalog/images/2026-05-17/10035579/183f27c32d8f963af3f93e7ffbc3c451_medium.webp
https://mashina.kg/details/hyundai-grandeur-6a095db11de52abed3a955dd,Продажа Hyundai Grandeur VI 2019,11700,1023165,2019,125000,2.4 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035550/04740c2fc3d82c2529c8a5a4a5d36438_medium.webp
https://mashina.kg/details/hyundai-sonata-6a0956e830a1a49fcf915f44,Продажа Hyundai Sonata VIII (DN8) 2021,12800,1119360,2021,27000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035521/2c423e0589ba286b7a27e07fbdd43f39_medium.webp
https://mashina.kg/details/changan-qiyuan-q05-6a094a513aa27447d8fb4f95,Продажа Changan Qiyuan Q05 II 2026,14400,1259280,2026,50,,,Бишкек,/static/svg/empty.svg
https://mashina.kg/details/kia-k3-69ef87bb8dcd9974829045,Kia K3 II,12300,1075635,2019,123000,1.6 л.,робот,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-13/4544928/b1e0d685817e3023f45cf4131869e272_medium.webp
https://mashina.kg/details/kia-k5-6a092def0900bff16ec439a6,Продажа Kia K5 III 2021,15800,1381710,2021,153000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035410/9aaf37903326e54e95f240151c9592ec_medium.webp
https://mashina.kg/details/lexus-gx-6a090cd31a96ed75d9b43227,Продажа Lexus GX II Рестайлинг 2 2020,49000,4285050,2020,136000,4.6 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035380/61232a06d9fec2a1b6b0f85113444ff8_medium.webp
https://mashina.kg/details/toyota-highlander-6918537389811830208886,Toyota Highlander III (U50) Рестайлинг,26500,2317425,2019,84000,3.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/c/9/c/c9c2988d07a3702b0ef4ea71dcb13d3a_640x480.jpg
https://mashina.kg/details/bmw-ix1-69e9c769e8c9a581664158,BMW iX1,27500,2404875,2025,118,,,Бишкек,https://im.mashina.kg/tachka/images/d/a/f/dafda473b5f7b6e95db6a6725f7f8ccd_640x480.jpg
https://mashina.kg/details/toyota-camry-6a08ab4839862bb98d6981d5,Продажа Toyota Camry VII (XV50) Рестайлинг 2 2017,18199,1591503,2017,183000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10035295/075eec91a7f60ec3a0f81384fd7c290b_medium.webp
https://mashina.kg/details/subaru-forester-6a01d9c8d6f81299639251,Subaru Forester V,15500,1355475,2020,125528,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/d/7/5/d75ad110c3db0a2333b8a7168ff17064_640x480.jpg
https://mashina.kg/details/toyota-avalon-69f1d0fca5d42420690798,Toyota Avalon V,24500,2142525,2019,86500,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/a/d/4/ad441e7555a179c1bdcedbdad67747de_640x480.jpg
https://mashina.kg/details/toyota-kluger-6a087fa44fe87ef43f622316,Продажа Toyota Kluger I (XU20) Рестайлинг 2003,11500,1005675,2003,162000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10035131/874eac8df4bce8101a7c8e2e099622f2_medium.webp
https://mashina.kg/details/bmw-x5-6a0877cc93be0beb8b04452c,Продажа BMW X5 III (F15) 2018,24700,2160015,2018,180000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10035092/cab779a4f8388ccf5352eb108d26ce93_medium.webp
